	52507_184_S27_L001_R1_001	52507_212_S28_L001_R1_001	52507_240_S29_L001_R1_001	52507_271_S30_L001_R1_001	52507_351_S31_L001_R1_001	52507_356_S32_L001_R1_001	52507_362_S33_L001_R1_001	52507_385_S1_L001_R1_001	52507_392_S2_L001_R1_001	52507_397_S3_L001_R1_001	52507_401_S4_L001_R1_001	52507_406_S5_L001_R1_001	52507_407_S6_L001_R1_001	52507_411_S7_L001_R1_001	52507_413_S8_L001_R1_001	52507_414_S9_L001_R1_001	52507_415_S10_L001_R1_001	52507_418_S11_L001_R1_001	52507_422_S12_L001_R1_001	52507_425_S13_L001_R1_001	52507_429_S14_L001_R1_001	52507_431_S15_L001_R1_001	52507_440_S16_L001_R1_001	52507_442_S17_L001_R1_001	52507_445_S18_L001_R1_001	52507_465_S19_L001_R1_001	52507_467_S20_L001_R1_001	52507_472_S21_L001_R1_001	52507_473_S22_L001_R1_001	52507_477_S23_L001_R1_001	52507_479_S24_L001_R1_001	52507_484_S25_L001_R1_001	52507_485_S26_L001_R1_001	52508_002_S34_L001_R1_001	52508_004_S35_L001_R1_001	52508_011_S36_L001_R1_001	52508_014_S37_L001_R1_001	52508_017_S38_L001_R1_001	52508_019_S39_L001_R1_001	52508_022_S40_L001_R1_001	52508_024_S41_L001_R1_001	52508_025_S42_L001_R1_001	52508_027_S43_L001_R1_001	52508_031_S44_L001_R1_001	52508_033_S45_L001_R1_001	52508_036_S46_L001_R1_001	52508_039_S47_L001_R1_001	52508_040_S48_L001_R1_001	52508_043_S49_L001_R1_001	52508_046_S50_L001_R1_001	52508_047_S51_L001_R1_001	52508_052_S52_L001_R1_001	52508_056_S53_L001_R1_001	52508_062_S54_L001_R1_001	52508_064_S55_L001_R1_001	52508_065_S56_L001_R1_001	52508_069_S57_L001_R1_001	52508_070_S58_L001_R1_001	52508_078_S59_L001_R1_001	52508_079_S60_L001_R1_001	52508_086_S61_L001_R1_001	52508_087_S62_L001_R1_001	52508_088_S63_L001_R1_001	52508_090_S64_L001_R1_001	52508_091_S65_L001_R1_001	52508_101_S66_L001_R1_001	52508_105_S67_L001_R1_001	52508_106_S68_L001_R1_001	52508_111_S69_L001_R1_001	52508_114_S70_L001_R1_001	52508_115_S71_L001_R1_001	52508_117_S72_L001_R1_001	52508_119_S73_L001_R1_001	52508_127_S74_L001_R1_001	52508_129_S75_L001_R1_001	52508_131_S76_L001_R1_001	52508_134_S77_L001_R1_001	52508_135_S78_L001_R1_001	52508_139_S79_L001_R1_001	52508_143_S80_L001_R1_001	52508_145_S81_L001_R1_001	52508_149_S82_L001_R1_001	52508_156_S83_L001_R1_001	52508_157_S84_L001_R1_001	52508_158_S85_L001_R1_001	52508_167_S86_L001_R1_001	52508_168_S87_L001_R1_001	52508_173_S88_L001_R1_001	52508_174_S89_L001_R1_001	52508_176_S90_L001_R1_001	52508_179_S91_L001_R1_001	52508_182_S92_L001_R1_001	52508_183_S93_L001_R1_001	52508_189_S94_L001_R1_001	52508_201_S95_L001_R1_001
Tpa_4920_1	0,0	0,7	0,0	0,0	0,2	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4928_1	221,0	3463,6	18,0	988,0	253,0	409,489	10,18	22,21	0,22	19,9	3,0	27,28	1,0	21,0	43,0	7,0	77,76	53,0	8,0	8,0	19,0	28,44	48,1	118,0	130,0	128,1	90,0	5,7	129,0	21,1	50,0	83,102	107,109	27,0	2,0	3335,4	10,0	421,0	9,0	1,3	5,0	1,0	56,0	0,15	12,18	83,0	4,0	11,0	33,0	18,0	10,0	103,0	10,0	17,0	5,0	80,0	93,0	17,0	19,19	111,138	1,0	16,10	178,0	147,0	12,0	7,0	127,0	42,46	8,0	1,1	10,4	2,0	65,0	2281,1	8,11	26,0	5,0	0,0	27,0	18,0	9,9	221,0	41,65	140,0	7,7	0,0	7,0	30,31	551,0	41,0	11,0	4,0	40,1	37,0	1,0
Tpa_4936_1	267,0	2255,2	22,0	972,0	245,0	583,1	31,0	28,0	16,0	19,0	0,0	21,0	1,1	16,0	41,1	3,0	102,0	37,0	7,0	9,0	15,1	49,0	26,0	71,0	111,0	32,26	84,0	3,2	134,1	19,0	57,0	110,0	83,0	25,0	1,0	1966,1	0,2	471,0	3,0	1,0	2,0	7,0	19,16	10,0	22,0	56,24	2,0	9,0	14,18	9,0	11,0	104,0	8,0	13,0	1,0	41,0	31,23	13,0	7,6	239,0	4,0	27,0	179,0	113,0	2,2	2,0	42,32	51,0	1,0	0,1	13,0	3,0	50,0	849,385	8,0	15,0	8,0	0,0	26,0	8,0	4,0	275,0	56,0	44,30	12,0	0,0	1,0	18,12	250,134	24,0	5,5	1,0	22,11	25,0	1,0
Tpa_4985_1	0,5	0,149	0,0	0,19	0,11	0,62	0,1	0,2	0,1	0,0	0,0	0,3	0,1	0,1	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,5	0,0	2,1	0,7	0,4	0,3	0,0	0,0	0,0	0,1	4,5	0,12	0,2	0,1	0,129	0,0	0,4	0,1	0,0	0,0	0,0	0,1	0,1	0,0	0,1	0,0	0,1	0,1	0,0	0,1	1,2	0,1	0,0	0,0	0,5	0,4	0,3	0,2	0,5	0,0	0,0	0,6	0,4	0,0	0,0	0,3	6,0	0,0	0,0	0,1	0,1	0,1	0,20	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,16	0,4	0,2	0,0	0,0	0,0	0,0	0,15	0,1	0,1	0,0	0,3	0,0	0,0
Tpa_5002_1	70,0	2141,1	7,0	471,0	126,0	315,1	14,0	11,0	6,0	18,0	0,0	18,0	1,0	19,0	25,0	1,0	36,35	45,0	3,0	9,0	5,0	36,0	41,0	54,0	69,0	25,0	24,0	5,0	56,0	10,0	18,0	62,0	119,1	19,0	2,0	1947,0	2,0	179,0	2,0	2,0	1,0	2,0	25,0	8,0	10,0	40,0	3,0	11,0	20,0	12,0	6,0	74,0	3,0	4,0	3,0	33,0	42,0	10,0	16,0	88,0	2,0	15,0	109,0	29,26	6,0	2,0	61,0	48,0	1,0	2,0	8,0	1,0	10,8	697,0	5,0	16,0	2,0	0,0	17,0	7,0	3,0	134,0	69,0	39,0	5,0	0,0	0,0	31,0	208,0	26,0	4,0	4,0	23,0	19,0	0,0
Tpa_5015_1	0,0	41,0	1,0	4,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	3,0	0,0	0,0	1,0	1,0	0,0	1,0	1,0	0,0	0,0	0,0	30,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	2,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	5,0	0,0	0,0	0,0	1,0	5,0	0,0	1,0	0,0	0,0	0,0	0,0
Tpa_5022_1	3,12	855,0	5,0	27,0	9,13	30,36	15,0	3,0	5,0	20,0	2,0	10,0	0,0	3,0	5,0	0,0	7,9	14,0	3,0	2,0	1,0	3,0	10,0	10,0	11,0	5,0	9,0	2,0	16,0	1,0	1,0	21,0	24,0	3,0	2,0	546,0	0,0	48,0	0,1	1,0	1,0	1,0	10,0	1,0	10,0	10,0	0,0	2,0	2,3	2,0	3,0	49,0	0,0	3,0	2,0	23,0	15,0	5,0	0,0	44,0	0,0	5,0	9,0	14,0	6,0	1,0	15,0	9,0	1,0	0,0	1,0	2,0	35,0	20,0	1,0	16,0	3,0	0,0	5,0	5,0	0,0	12,0	25,0	19,0	1,0	0,0	1,0	12,0	30,0	1,0	1,0	0,0	6,0	4,0	0,0
Tpa_5057_1	237,1	699,0	10,0	827,1	200,1	312,0	18,0	10,2	8,0	14,0	1,0	10,0	1,0	14,0	0,56	1,0	42,0	14,0	0,0	0,0	6,0	64,0	36,0	46,0	64,0	40,4	0,0	11,0	150,0	14,0	2,0	65,0	67,0	0,0	0,0	700,0	2,0	289,0	6,0	0,0	2,0	0,0	44,0	0,0	8,0	174,0	0,0	4,0	2,0	10,0	1,0	2,0	0,0	1,0	5,0	12,0	0,4	9,0	12,0	82,0	0,0	0,0	159,0	70,4	0,0	2,0	3,0	1,0	1,0	0,0	8,0	1,0	29,0	692,0	6,0	4,0	0,0	0,0	6,0	7,0	3,0	355,0	2,0	70,0	0,0	0,0	0,0	0,0	216,0	14,0	4,0	1,0	16,0	15,0	2,0
Tpa_5069_1	0,56	0,388	0,1	110,152	0,25	0,54	0,0	0,2	0,2	0,3	0,1	0,10	0,0	0,2	0,16	0,0	0,8	0,10	0,1	0,0	0,3	0,12	4,0	0,29	0,25	0,29	0,8	0,4	0,26	0,3	0,9	0,6	0,26	0,4	0,1	0,304	0,0	36,57	0,0	0,1	0,0	0,0	0,6	0,4	0,3	0,62	0,3	0,3	0,11	0,4	0,2	0,11	0,1	0,2	0,0	0,7	0,11	0,7	0,1	0,45	0,1	0,5	0,92	0,23	0,1	0,0	0,24	0,14	0,0	0,1	0,1	0,0	0,3	0,111	0,3	0,1	0,1	0,0	0,2	0,1	0,2	0,83	0,16	0,28	0,0	1,0	0,1	0,8	0,108	0,2	0,1	0,2	0,9	3,0	0,0
Tpa_5075_1	30,0	0,1057	6,2	191,0	68,0	91,121	9,0	2,3	1,0	7,0	1,0	10,0	0,2	6,0	0,11	0,0	31,0	16,0	1,2	2,2	3,0	15,0	3,0	10,13	30,0	20,0	6,11	4,0	22,0	3,0	6,7	11,23	15,1	3,6	0,0	0,913	0,0	100,0	1,0	1,0	2,0	0,0	6,0	5,0	8,1	16,0	0,0	1,0	10,0	9,0	4,0	39,0	3,0	2,3	1,0	9,23	9,9	5,0	5,0	66,0	0,0	5,6	43,0	17,14	3,0	2,0	13,0	15,17	0,1	0,0	0,4	1,0	5,9	0,240	0,6	13,0	1,3	0,0	6,1	10,0	0,1	19,27	25,0	39,0	2,0	0,0	0,0	3,7	79,1	8,0	1,1	0,0	3,3	2,0	1,0
Tpa_5104_1	0,2	0,52	0,1	0,22	0,6	0,16	0,1	0,0	0,0	0,6	0,0	0,1	0,0	0,2	0,0	0,0	0,5	0,2	0,0	0,0	0,0	0,1	0,1	0,3	0,3	0,0	0,2	0,1	0,3	0,0	0,2	1,2	0,6	0,0	0,0	0,44	0,0	0,9	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,5	0,0	0,0	0,1	0,3	0,2	0,1	0,0	0,11	0,0	0,0	0,5	0,2	0,0	0,0	0,4	0,3	0,0	0,0	0,0	0,0	0,2	0,22	0,0	0,2	0,0	0,0	0,3	0,0	0,2	0,8	0,2	0,5	0,0	0,0	0,0	0,0	0,11	0,1	0,1	0,1	0,4	0,0	0,5
Tpa_5106_1	35,38	0,1830	24,0	160,199	0,156	251,280	7,12	10,0	3,3	5,0	0,0	23,0	0,1	2,3	11,13	1,3	86,0	29,0	10,0	7,5	20,0	37,0	26,0	31,0	0,60	18,24	8,18	6,0	22,22	2,5	0,24	0,81	93,0	13,9	1,2	0,1818	2,0	55,51	2,2	0,1	0,4	1,0	7,11	0,6	9,5	33,0	1,0	7,0	9,9	11,0	0,2	51,0	5,1	10,1	0,4	16,32	57,0	13,0	5,8	42,52	0,0	9,13	77,0	29,42	4,0	3,0	39,30	30,0	0,1	1,0	10,0	0,2	12,12	442,0	10,0	14,0	4,6	1,0	11,9	2,6	0,2	52,56	26,28	35,0	0,22	0,0	1,0	27,0	82,92	30,0	6,0	1,3	15,0	6,9	0,0
Tpa_5118_1	0,0	33,0	0,0	4,2	0,2	2,1	0,1	0,0	1,0	1,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,1	4,0	1,0	1,0	0,0	0,0	0,0	0,0	1,0	1,0	1,0	0,0	15,0	0,0	0,2	0,1	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,4	0,0	1,0	1,2	0,2	0,0	0,0	7,0	1,0	0,0	0,0	0,0	0,0	3,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	2,0	2,0	1,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	1,0	0,0
Tpa_5138_1	347,0	2079,3	23,0	709,587	191,0	665,0	18,0	19,0	8,0	12,0	1,0	38,0	1,0	24,0	62,0	0,0	56,47	46,0	7,0	4,0	15,0	58,0	28,0	108,1	132,0	139,0	100,0	11,0	210,4	20,0	96,0	155,0	135,0	18,0	0,0	2240,2	4,0	227,213	8,0	3,0	4,0	2,0	52,0	8,0	25,0	288,1	9,0	12,0	27,0	8,0	7,0	83,0	4,0	8,0	9,0	54,0	87,0	15,0	33,0	263,1	2,0	10,0	600,1	184,0	6,0	3,0	140,0	67,0	3,0	3,0	5,0	2,0	31,0	2552,3	9,0	16,0	4,0	0,0	13,8	15,0	8,0	640,0	74,0	56,44	14,0	0,0	3,0	23,0	603,0	28,0	9,0	3,0	32,0	13,0	5,0
Tpa_5144_1	0,23	0,351	0,6	0,87	0,57	41,55	0,2	2,3	0,2	0,1	0,0	0,7	0,0	0,2	0,10	0,1	0,25	0,9	0,1	0,4	0,4	0,5	0,8	0,9	0,9	0,13	0,6	0,2	0,10	0,2	0,10	0,11	0,42	0,5	0,0	0,348	0,0	0,22	0,0	0,0	0,0	0,0	0,6	0,0	0,1	0,13	0,0	0,2	0,6	0,7	0,2	0,13	0,1	0,3	0,0	0,12	0,9	0,3	0,4	0,14	0,1	0,4	0,29	0,13	0,0	0,1	0,25	0,19	0,3	0,0	0,3	0,0	1,6	95,89	0,1	0,3	0,1	0,0	0,3	0,2	0,1	0,40	6,5	3,3	0,1	0,0	0,0	0,9	44,44	0,13	0,1	0,1	0,6	0,3	0,0
Tpa_5167_1	30,0	443,0	2,5	30,48	2,20	109,135	6,0	5,0	0,1	0,1	0,0	3,0	0,0	2,0	4,0	1,0	19,0	5,0	1,0	0,1	1,0	16,0	4,4	13,0	11,12	9,14	0,9	1,0	0,13	7,0	7,0	16,0	37,0	3,0	1,0	421,0	2,0	12,22	0,0	0,0	0,0	0,0	7,0	0,0	4,0	12,0	0,0	0,0	6,0	5,0	3,0	11,0	0,0	0,0	2,2	10,0	13,0	1,2	6,0	26,0	0,0	5,1	33,0	20,0	2,0	0,0	15,0	14,0	0,0	0,0	0,0	1,1	4,4	190,0	4,0	1,1	0,1	0,0	2,3	0,0	1,0	40,0	21,0	13,0	2,0	0,0	0,0	10,0	70,1	5,0	3,0	0,1	4,0	3,0	0,0
Tpa_5196_1	0,11	0,104	0,1	0,10	0,10	0,46	0,1	0,3	0,1	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,4	0,1	0,0	0,0	0,3	0,3	0,1	0,1	0,4	0,4	0,0	0,1	0,3	0,0	0,2	0,4	0,18	0,0	0,0	1,144	0,0	0,2	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,3	0,0	0,1	0,3	0,1	0,1	0,2	0,0	0,2	0,0	0,5	0,6	0,2	0,0	0,5	0,0	0,0	0,6	0,5	0,0	0,0	0,8	0,2	0,0	0,0	0,0	0,0	0,1	0,57	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,17	0,6	0,1	0,0	0,0	0,0	0,6	0,6	0,2	0,0	0,0	0,0	0,1	0,0
Tpa_5205_1	72,0	925,0	3,0	216,0	41,0	254,0	8,0	12,0	3,0	4,0	2,0	18,0	0,0	6,0	20,0	2,0	34,0	17,0	4,0	3,0	5,0	16,0	8,0	19,0	46,0	27,0	20,0	4,0	18,0	3,0	15,0	30,0	45,0	5,0	1,0	907,0	0,0	89,0	3,0	1,0	0,0	0,0	16,0	2,0	7,0	33,0	2,0	2,0	11,0	3,0	2,0	20,0	3,0	2,0	2,0	16,0	30,0	3,0	0,0	61,0	2,0	8,0	67,0	28,0	1,0	0,0	32,0	11,0	0,0	0,0	5,0	0,0	19,0	296,0	5,1	2,0	0,0	1,0	7,0	4,0	2,0	56,0	24,0	26,0	1,0	0,0	1,0	10,0	114,0	11,0	4,0	1,0	3,0	5,0	1,0
Tpa_5206_1	0,7	0,512	0,7	22,0	0,43	0,77	0,8	0,4	0,0	0,6	0,0	0,4	0,2	0,2	0,7	0,0	0,13	0,4	1,0	0,3	0,3	0,8	0,6	0,5	0,6	0,7	0,2	0,1	0,12	2,0	1,2	0,9	0,35	0,1	0,0	0,431	0,0	19,0	0,0	0,2	0,0	0,1	0,6	0,1	0,7	3,6	0,0	0,3	3,0	0,1	4,0	0,26	1,2	0,6	0,0	7,5	8,7	0,2	2,0	0,20	0,0	0,5	0,12	3,4	0,2	0,0	7,13	0,12	0,0	0,1	0,4	0,1	0,14	0,40	2,2	0,5	0,4	0,0	5,6	0,1	0,1	0,12	7,9	0,10	0,0	0,0	0,1	4,4	0,29	0,4	0,3	0,0	0,3	0,2	0,0
Tpa_5218_1	0,313	1078,0	0,17	0,544	0,303	219,0	0,18	2,16	0,2	10,0	0,0	2,12	0,0	0,26	11,0	3,0	0,48	25,0	1,0	3,5	5,0	21,0	12,18	59,0	0,44	51,0	21,0	3,0	86,1	4,11	0,34	0,48	32,0	8,4	1,0	926,0	4,0	0,163	2,0	1,2	2,0	2,0	29,0	5,0	6,0	78,0	3,0	11,0	10,11	6,0	4,2	0,57	4,0	5,0	3,1	0,47	18,33	8,7	0,9	81,0	2,0	14,0	91,97	19,43	1,0	3,2	36,40	37,0	1,2	0,2	9,0	0,0	10,16	513,0	2,5	4,6	2,1	0,0	0,23	5,4	2,5	77,94	22,28	29,0	8,0	0,0	0,1	15,14	144,214	12,22	1,0	7,0	11,0	10,0	1,0
Tpa_5222_1	0,173	0,1403	0,10	221,187	0,146	0,382	0,8	0,11	0,11	0,11	0,2	0,24	0,0	0,15	12,12	0,0	0,58	0,35	0,5	0,2	0,2	0,29	0,30	0,47	0,59	0,48	0,30	0,5	0,88	0,16	0,38	0,66	0,81	0,15	0,0	2,1032	0,2	86,87	0,3	0,2	0,1	1,2	0,21	0,5	0,14	1,78	0,4	0,8	0,25	0,6	0,10	0,55	0,1	0,7	0,5	0,29	0,51	3,1	0,11	0,143	0,1	0,26	1,196	0,54	1,5	0,1	0,67	0,33	0,0	0,1	0,4	0,0	0,24	0,376	0,12	0,7	0,8	0,0	6,8	0,9	0,9	87,88	0,62	0,38	0,4	0,0	0,3	0,17	0,222	0,17	0,4	0,0	0,13	0,16	0,1
Tpa_5228_1	8,0	179,2	0,0	19,23	29,0	47,0	0,0	1,0	1,0	2,0	0,0	0,0	0,0	2,0	6,0	0,0	11,0	0,1	2,0	0,0	0,0	4,2	2,0	2,0	7,0	7,0	2,0	1,1	3,0	4,0	4,0	14,0	10,0	1,0	0,0	177,0	0,0	8,1	1,0	1,0	0,0	0,0	0,0	1,0	0,0	5,0	0,0	3,1	2,0	5,0	1,0	2,0	0,0	1,0	1,0	1,0	3,0	2,0	1,0	3,0	0,0	3,0	4,0	6,0	1,0	0,0	14,0	8,0	0,0	0,0	1,0	0,0	3,0	39,27	1,0	1,0	1,0	0,0	1,1	2,0	0,0	25,0	12,0	3,0	1,0	0,0	0,0	2,0	53,0	6,0	1,0	0,0	5,0	2,0	0,0
Tpa_5241_1	25,0	1248,0	3,0	142,0	29,34	339,1	3,7	5,0	12,0	14,0	0,0	7,0	0,0	3,1	6,2	1,0	19,0	15,0	2,0	4,0	3,0	11,0	10,0	31,0	36,0	20,0	16,0	4,0	23,0	11,0	8,0	21,0	40,0	5,0	0,0	1037,0	5,0	71,0	4,0	0,0	0,1	2,0	10,0	3,0	2,2	0,20	0,0	3,3	9,0	3,0	2,0	36,0	1,0	3,0	0,0	16,0	23,0	2,0	6,0	69,0	0,0	5,5	34,0	20,0	1,0	0,0	38,0	24,0	0,0	0,0	1,0	0,0	27,0	97,0	3,0	12,0	1,0	0,0	9,0	4,0	0,0	33,0	20,0	25,0	0,0	0,0	2,0	4,3	81,0	7,0	3,0	0,0	7,0	5,0	1,0
Tpa_5242_1	68,0	588,529	12,0	175,231	108,0	224,1	9,0	0,7	7,0	18,0	1,0	19,0	0,0	9,0	9,8	0,0	25,0	17,0	1,0	6,0	7,0	17,14	16,6	39,0	74,0	51,0	13,23	3,0	50,0	16,0	10,0	51,0	57,0	7,0	0,1	461,432	3,0	86,132	1,5	0,0	2,0	1,0	24,0	2,2	8,11	31,1	1,0	3,0	15,0	5,0	1,0	23,24	4,0	6,0	1,0	22,0	17,0	0,5	12,0	93,0	1,0	3,0	57,0	15,32	3,0	3,0	41,0	37,0	1,1	0,0	2,2	0,0	11,9	474,0	7,0	9,0	2,1	0,0	17,0	10,0	2,0	90,0	17,23	47,0	7,0	0,0	1,0	7,10	79,97	10,0	4,2	2,0	5,9	12,0	2,0
Tpa_5244_1	63,0	1557,1	11,0	499,1	127,0	410,0	11,0	3,9	9,0	6,0	2,0	10,11	0,0	8,0	25,0	0,0	80,0	42,0	9,0	4,5	6,0	36,0	18,11	45,0	41,30	59,0	40,0	5,0	49,0	14,0	30,0	71,0	104,0	10,0	2,0	1536,0	2,0	155,0	4,0	5,0	2,0	1,1	25,0	7,0	17,0	63,0	2,0	6,0	18,0	10,0	11,0	29,22	7,0	9,0	2,0	31,0	51,0	10,0	9,0	102,0	2,0	13,0	91,39	66,0	2,0	1,0	72,0	35,0	2,0	0,0	9,0	1,0	28,0	740,0	15,0	9,0	1,0	0,0	6,9	10,0	5,0	200,0	56,0	55,0	3,6	0,0	1,0	24,0	209,0	30,0	4,1	3,0	17,0	8,0	0,0
Tpa_5249_1	173,178	1220,0	13,0	988,0	126,131	308,301	12,0	21,0	7,0	4,0	1,0	29,0	1,0	6,0	16,23	0,0	70,1	15,13	3,0	0,0	9,0	19,22	13,19	53,0	136,0	161,0	30,37	11,0	142,1	17,0	26,0	80,68	102,0	14,0	0,3	1258,1	2,0	366,0	4,0	2,0	2,0	1,0	29,0	13,0	11,0	198,0	3,0	4,3	24,0	8,0	3,0	54,0	5,0	11,0	1,2	37,0	51,1	13,0	20,0	105,106	0,0	9,14	421,0	154,0	2,4	0,1	58,49	48,0	1,1	0,0	4,0	1,0	33,0	911,897	20,0	4,0	5,0	0,0	11,0	3,4	11,0	246,212	40,35	113,0	10,0	0,0	4,0	9,13	250,337	31,0	8,1	0,2	11,13	17,0	3,0
Tpa_5270_1	0,1	0,81	0,1	0,4	0,8	0,8	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,6	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,5	0,0	1,2	0,0	0,0	0,0	0,0	0,1	0,4	0,0	0,0	0,64	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	1,0	0,1	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,2	0,3	0,1	0,0	0,7	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,2	0,0	0,0	0,1	0,0	0,1	0,4	0,1	0,2	0,0	0,0	0,0	0,0	4,2	0,0	0,1	0,0	0,1	0,0	0,0
Tpa_5278_1	0,49	2,1800	0,16	1,850	0,0	0,194	0,8	0,11	2,1	0,7	0,0	0,33	0,0	11,4	0,51	0,0	0,142	20,21	0,3	0,14	10,0	0,23	0,0	0,22	0,125	0,60	0,31	0,0	0,46	0,20	0,43	1,99	0,78	7,0	0,1	2,1800	0,1	0,226	0,0	0,1	1,0	0,2	16,13	0,1	0,6	21,38	0,0	0,18	22,0	0,4	3,0	69,1	0,5	0,6	0,4	0,39	0,32	0,7	0,21	0,92	0,0	0,9	0,68	47,60	0,0	0,0	0,56	0,30	0,0	0,2	0,3	1,0	0,42	1,1303	0,5	0,0	0,0	0,0	11,11	0,12	0,0	0,197	0,24	0,26	0,7	0,0	0,0	0,32	0,274	0,35	0,10	4,4	0,13	0,12	0,0
Tpa_5279_1	24,0	342,0	2,0	81,1	58,0	0,115	4,0	2,0	3,0	2,0	0,0	8,0	0,0	2,0	9,0	2,0	23,0	6,0	0,0	0,0	1,0	12,0	4,0	7,0	19,0	12,0	6,0	0,0	5,7	6,0	8,0	24,0	33,0	4,0	1,0	276,0	2,0	21,0	0,0	1,0	1,0	0,0	11,0	0,0	4,0	18,0	1,0	0,0	3,0	5,0	1,0	9,0	1,0	0,0	2,0	1,3	12,0	6,0	2,0	21,0	0,0	13,0	40,0	21,0	0,1	2,0	26,0	10,0	2,0	0,0	3,0	0,0	3,0	153,0	2,0	1,0	1,0	0,0	3,3	1,0	1,0	53,0	16,0	18,0	9,0	0,0	0,0	5,0	97,0	10,0	1,0	0,0	5,0	1,0	0,0
Tpa_5292_1	0,97	25,765	0,14	0,406	0,125	0,305	0,11	0,17	0,11	0,8	0,0	0,13	0,0	0,10	0,34	0,2	0,50	0,13	2,5	0,3	2,2	0,12	14,11	0,18	0,65	24,26	0,23	0,3	1,41	0,12	0,46	0,57	0,88	4,0	0,0	12,705	0,3	0,155	0,5	0,0	0,1	0,2	19,7	0,7	0,6	0,121	3,2	0,3	0,9	0,6	0,1	26,27	0,2	0,3	0,0	0,30	0,21	0,5	0,7	0,105	0,0	0,13	1,224	1,76	0,6	0,1	0,66	0,31	1,0	0,1	0,2	0,0	16,9	327,301	4,1	0,6	4,3	0,1	0,5	6,5	0,1	177,0	0,56	0,48	0,6	0,0	0,4	0,18	140,115	0,13	0,1	0,1	0,7	0,8	0,2
Tpa_5298_1	0,168	227,247	0,0	0,405	0,95	0,209	0,5	0,3	0,2	2,5	0,0	0,4	0,0	0,1	0,16	0,0	0,25	0,9	0,0	0,0	0,1	0,20	0,6	14,26	0,34	0,58	0,39	0,3	0,78	0,5	0,41	0,43	0,34	3,3	0,1	246,237	0,4	0,203	0,2	0,0	0,0	0,0	0,14	0,3	0,5	0,98	0,2	0,1	0,8	0,0	0,3	0,20	0,0	1,0	1,1	0,9	0,31	0,5	1,4	0,120	0,0	4,2	0,201	24,23	0,1	0,0	10,16	0,17	0,0	0,0	0,1	0,1	0,15	219,261	0,13	0,2	0,1	0,0	0,4	0,4	0,3	0,164	0,18	0,41	0,6	0,0	0,1	0,6	0,224	0,10	0,1	0,0	0,14	0,2	0,2
